,ImageID,Int1,Uni1,Int2,Uni2
10304,CHUS-022_102_ax_bg,0,0,0,0
10305,CHUS-022_103_ax_bg,0,0,0,0
10306,CHUS-022_104_ax_bg,0,0,0,0
10307,CHUS-022_105_ax_bg,0,0,0,0
10308,CHUS-022_106_ax_bg,0,0,0,0
10309,CHUS-022_107_ax_bg,0,0,0,0
10310,CHUS-022_108_ax_bg,0,0,0,0
10311,CHUS-022_109_ax_bg,0,0,0,0
10312,CHUS-022_110_ax_bg,0,0,0,0
10313,CHUS-022_111_ax_bg,0,0,0,0
10314,CHUS-022_112_ax_bg,0,0,0,0
10315,CHUS-022_113_ax_bg,0,0,0,0
10316,CHUS-022_114_ax_bg,0,0,0,0
10317,CHUS-022_115_ax_bg,0,0,0,0
10318,CHUS-022_116_ax_bg,0,0,0,0
10319,CHUS-022_117_ax_bg,0,0,0,0
10320,CHUS-022_118_ax_bg,0,0,0,0
10321,CHUS-022_119_ax_bg,0,0,0,0
10322,CHUS-022_120_ax_bg,0,0,0,0
10323,CHUS-022_121_ax_bg,0,0,0,0
10324,CHUS-022_122_ax_bg,0,0,0,0
10325,CHUS-022_123_ax_bg,0,0,0,0
10326,CHUS-022_124_ax_bg,0,0,0,0
10327,CHUS-022_125_ax_bg,0,0,0,0
10328,CHUS-022_126_ax_bg,0,0,0,0
10329,CHUS-022_127_ax_bg,0,0,0,0
10330,CHUS-022_128_ax_bg,0,0,0,0
10331,CHUS-022_129_ax_bg,0,0,0,0
10332,CHUS-022_130_ax_bg,0,0,0,0
10333,CHUS-022_131_ax_bg,0,0,0,0
10334,CHUS-022_132_ax_bg,0,0,0,0
10335,CHUS-022_133_ax_bg,0,0,0,0
10336,CHUS-022_134_ax_bg,0,0,0,0
10337,CHUS-022_135_ax_bg,0,0,0,0
10338,CHUS-022_136_ax_bg,0,0,0,0
10339,CHUS-022_137_ax_bg,0,0,0,0
10340,CHUS-022_138_ax_bg,0,0,0,0
10341,CHUS-022_139_ax_bg,0,0,0,0
10342,CHUS-022_140_ax_bg,0,0,0,0
10343,CHUS-022_141_ax_bg,0,0,0,0
10344,CHUS-022_142_ax_bg,0,0,0,0
10345,CHUS-022_143_ax_bg,0,0,0,0
10346,CHUS-022_144_ax_bg,0,0,0,0
10347,CHUS-022_145_ax_bg,0,0,0,0
10348,CHUS-022_146_ax_bg,0,0,0,0
10349,CHUS-022_147_ax_bg,0,0,0,0
10350,CHUS-022_148_ax_bg,0,0,0,0
10351,CHUS-022_149_ax_bg,0,0,0,0
10352,CHUS-022_150_ax_bg,0,0,0,0
10353,CHUS-022_151_ax_bg,0,0,0,0
10354,CHUS-022_152_ax_bg,0,0,0,0
10355,CHUS-022_153_ax_bg,0,0,0,0
10356,CHUS-022_154_ax_bg,0,0,0,0
10357,CHUS-022_155_ax_bg,0,0,0,0
10358,CHUS-022_156_ax_bg,0,0,0,0
10359,CHUS-022_157_ax_bg,0,0,0,0
10360,CHUS-022_158_ax_bg,0,0,0,0
10361,CHUS-022_159_ax_bg,0,0,0,0
10362,CHUS-022_160_ax_bg,0,0,0,0
10363,CHUS-022_161_ax_bg,0,0,0,0
10364,CHUS-022_162_ax_bg,0,0,0,0
10365,CHUS-022_163_ax_bg,0,0,0,0
10366,CHUS-022_164_ax_bg,0,0,0,0
10367,CHUS-022_165_ax_bg,0,0,0,0
10368,CHUS-022_166_ax_bg,0,0,0,0
10369,CHUS-022_167_ax_bg,0,0,0,0
10370,CHUS-022_168_ax_bg,0,0,0,0
10371,CHUS-022_169_ax_bg,0,0,0,0
10372,CHUS-022_170_ax_bg,0,0,0,0
10373,CHUS-022_171_ax_bg,0,0,0,0
10374,CHUS-022_172_ax_bg,0,0,0,0
10375,CHUS-022_173_ax_bg,0,0,0,0
10376,CHUS-022_174_ax_bg,0,0,0,0
10377,CHUS-022_175_ax_bg,0,0,0,0
10378,CHUS-022_176_ax_bg,0,0,0,0
10379,CHUS-022_177_ax_bg,0,0,0,0
10380,CHUS-022_178_ax_bg,0,0,0,0
10381,CHUS-022_179_ax_bg,0,0,0,0
10382,CHUS-022_180_ax_bg,0,0,0,0
10383,CHUS-022_181_ax_bg,0,0,0,0
10384,CHUS-022_182_ax_bg,0,0,0,0
10385,CHUS-022_183_ax_bg,0,0,0,0
10386,CHUS-022_184_ax_bg,0,0,0,0
10387,CHUS-022_185_ax_bg,0,0,0,0
10388,CHUS-022_186_ax_bg,0,0,0,0
10389,CHUS-022_187_ax_bg,0,0,0,0
10390,CHUS-022_188_ax_bg,0,0,0,0
10391,CHUS-022_189_ax_bg,0,0,0,0
10392,CHUS-022_190_ax_bg,0,0,0,0
10393,CHUS-022_205_ax_bg,0,6,0,1
10394,CHUS-022_206_ax_bg,0,5,0,0
10395,CHUS-022_207_ax_bg,0,4,0,1
10396,CHUS-022_208_ax_bg,0,8,0,0
10397,CHUS-022_209_ax_bg,0,11,0,0
10398,CHUS-022_210_ax_bg,0,7,0,0
10399,CHUS-022_211_ax_bg,0,0,0,0
10400,CHUS-022_212_ax_bg,0,0,0,0
10401,CHUS-022_213_ax_bg,0,0,0,0
10402,CHUS-022_214_ax_bg,0,0,0,0
10403,CHUS-022_215_ax_bg,0,0,0,0
10404,CHUS-022_216_ax_bg,0,0,0,0
10405,CHUS-022_217_ax_bg,0,0,0,0
10406,CHUS-022_218_ax_bg,0,0,0,0
10407,CHUS-022_219_ax_bg,0,0,0,0
10408,CHUS-022_220_ax_bg,0,0,0,0
10409,CHUS-022_221_ax_bg,0,0,0,0
10410,CHUS-022_222_ax_bg,0,0,0,0
10411,CHUS-022_223_ax_bg,0,0,0,0
10412,CHUS-022_224_ax_bg,0,0,0,0
10413,CHUS-022_225_ax_bg,0,0,0,0
10414,CHUS-022_226_ax_bg,0,0,0,0
10415,CHUS-022_227_ax_bg,0,0,0,0
10416,CHUS-022_228_ax_bg,0,0,0,0
10417,CHUS-022_229_ax_bg,0,0,0,0
10418,CHUS-022_230_ax_bg,0,0,0,0
10419,CHUS-022_231_ax_bg,0,0,0,0
10420,CHUS-022_232_ax_bg,0,0,0,0
10421,CHUS-022_233_ax_bg,0,0,0,0
10422,CHUS-022_234_ax_bg,0,0,0,0
10423,CHUS-022_235_ax_bg,0,0,0,0
10424,CHUS-022_236_ax_bg,0,0,0,0
10425,CHUS-022_237_ax_bg,0,0,0,0
10426,CHUS-022_238_ax_bg,0,0,0,0
10427,CHUS-022_239_ax_bg,0,0,0,0
10428,CHUS-022_240_ax_bg,0,0,0,0
10429,CHUS-022_241_ax_bg,0,0,0,0
10430,CHUS-022_242_ax_bg,0,0,0,0
10431,CHUS-022_243_ax_bg,0,0,0,0
10432,CHUS-022_244_ax_bg,0,0,0,0
10433,CHUS-022_245_ax_bg,0,0,0,0
10434,CHUS-022_246_ax_bg,0,0,0,0
10435,CHUS-022_247_ax_bg,0,0,0,0
10436,CHUS-022_248_ax_bg,0,0,0,0
10437,CHUS-022_249_ax_bg,0,0,0,0
10438,CHUS-022_250_ax_bg,0,0,0,0
10439,CHUS-022_251_ax_bg,0,0,0,0
10440,CHUS-022_252_ax_bg,0,0,0,0
10441,CHUS-022_253_ax_bg,0,0,0,0
10442,CHUS-022_254_ax_bg,0,0,0,0
10443,CHUS-047_000_ax_bg,0,0,0,0
10444,CHUS-047_001_ax_bg,0,0,0,0
10445,CHUS-047_002_ax_bg,0,0,0,0
10446,CHUS-047_003_ax_bg,0,0,0,0
10447,CHUS-047_004_ax_bg,0,0,0,0
10448,CHUS-047_005_ax_bg,0,0,0,0
10449,CHUS-047_006_ax_bg,0,0,0,0
10450,CHUS-047_007_ax_bg,0,0,0,0
10451,CHUS-047_008_ax_bg,0,0,0,0
10452,CHUS-047_009_ax_bg,0,0,0,0
10453,CHUS-047_010_ax_bg,0,0,0,0
10454,CHUS-047_011_ax_bg,0,0,0,0
10455,CHUS-047_012_ax_bg,0,0,0,0
10456,CHUS-047_013_ax_bg,0,0,0,0
10457,CHUS-047_014_ax_bg,0,0,0,0
10458,CHUS-047_015_ax_bg,0,0,0,0
10459,CHUS-047_016_ax_bg,0,0,0,0
10460,CHUS-047_017_ax_bg,0,0,0,0
10461,CHUS-047_018_ax_bg,0,0,0,0
10462,CHUS-047_019_ax_bg,0,0,0,0
10463,CHUS-047_020_ax_bg,0,0,0,0
10464,CHUS-047_021_ax_bg,0,0,0,0
10465,CHUS-047_022_ax_bg,0,0,0,0
10466,CHUS-047_023_ax_bg,0,0,0,0
10467,CHUS-047_024_ax_bg,0,0,0,0
10468,CHUS-047_025_ax_bg,0,0,0,0
10469,CHUS-047_026_ax_bg,0,0,0,0
10470,CHUS-047_027_ax_bg,0,0,0,0
10471,CHUS-047_028_ax_bg,0,0,0,0
10472,CHUS-047_029_ax_bg,0,0,0,0
10473,CHUS-047_030_ax_bg,0,0,0,0
10474,CHUS-047_031_ax_bg,0,0,0,0
10475,CHUS-047_032_ax_bg,0,0,0,0
10476,CHUS-047_033_ax_bg,0,0,0,0
10477,CHUS-047_034_ax_bg,0,0,0,0
10478,CHUS-047_035_ax_bg,0,0,0,0
10479,CHUS-047_036_ax_bg,0,0,0,0
10480,CHUS-047_037_ax_bg,0,0,0,0
10481,CHUS-047_038_ax_bg,0,0,0,0
10482,CHUS-047_039_ax_bg,0,0,0,0
10483,CHUS-047_040_ax_bg,0,0,0,0
10484,CHUS-047_041_ax_bg,0,0,0,0
10485,CHUS-047_042_ax_bg,0,0,0,0
10486,CHUS-047_043_ax_bg,0,0,0,0
10487,CHUS-047_044_ax_bg,0,0,0,0
10488,CHUS-047_045_ax_bg,0,0,0,0
10489,CHUS-047_046_ax_bg,0,0,0,0
10490,CHUS-047_047_ax_bg,0,0,0,0
10491,CHUS-047_048_ax_bg,0,0,0,0
10492,CHUS-047_049_ax_bg,0,0,0,0
10493,CHUS-047_050_ax_bg,0,0,0,0
10494,CHUS-047_051_ax_bg,0,0,0,0
10495,CHUS-047_052_ax_bg,0,0,0,0
10496,CHUS-047_053_ax_bg,0,0,0,0
10497,CHUS-047_054_ax_bg,0,0,0,0
10498,CHUS-047_055_ax_bg,0,0,0,0
10499,CHUS-047_056_ax_bg,0,0,0,0
10500,CHUS-047_057_ax_bg,0,0,0,0
10501,CHUS-047_058_ax_bg,0,0,0,0
10502,CHUS-047_059_ax_bg,0,0,0,0
10503,CHUS-047_060_ax_bg,0,0,0,0
10504,CHUS-047_061_ax_bg,0,0,0,0
10505,CHUS-047_062_ax_bg,0,0,0,0
10506,CHUS-047_063_ax_bg,0,0,0,0
10507,CHUS-047_064_ax_bg,0,0,0,0
10508,CHUS-047_065_ax_bg,0,0,0,0
10509,CHUS-047_066_ax_bg,0,0,0,0
10510,CHUS-047_067_ax_bg,0,0,0,0
10511,CHUS-047_068_ax_bg,0,0,0,0
10512,CHUS-047_069_ax_bg,0,0,0,0
10513,CHUS-047_070_ax_bg,0,0,0,0
10514,CHUS-047_071_ax_bg,0,0,0,0
10515,CHUS-047_072_ax_bg,0,0,0,0
10516,CHUS-047_073_ax_bg,0,0,0,0
10517,CHUS-047_074_ax_bg,0,0,0,0
10518,CHUS-047_075_ax_bg,0,0,0,0
10519,CHUS-047_076_ax_bg,0,0,0,0
10520,CHUS-047_077_ax_bg,0,0,0,0
10521,CHUS-047_078_ax_bg,0,0,0,0
10522,CHUS-047_079_ax_bg,0,0,0,0
10523,CHUS-047_080_ax_bg,0,0,0,0
10524,CHUS-047_081_ax_bg,0,0,0,0
10525,CHUS-047_082_ax_bg,0,0,0,0
10526,CHUS-047_083_ax_bg,0,0,0,0
10527,CHUS-047_084_ax_bg,0,0,0,0
10528,CHUS-047_085_ax_bg,0,0,0,0
10529,CHUS-047_086_ax_bg,0,0,0,0
10530,CHUS-047_087_ax_bg,0,0,0,0
10531,CHUS-047_088_ax_bg,0,0,0,0
10532,CHUS-047_089_ax_bg,0,0,0,0
10533,CHUS-047_090_ax_bg,0,0,0,0
10534,CHUS-047_091_ax_bg,0,0,0,0
10535,CHUS-047_092_ax_bg,0,0,0,0
10536,CHUS-047_093_ax_bg,0,0,0,0
10537,CHUS-047_094_ax_bg,0,0,0,0
10538,CHUS-047_095_ax_bg,0,0,0,0
10539,CHUS-047_096_ax_bg,0,0,0,0
10540,CHUS-047_097_ax_bg,0,0,0,0
10541,CHUS-047_098_ax_bg,0,0,0,0
10542,CHUS-047_099_ax_bg,0,0,0,0
10543,CHUS-047_100_ax_bg,0,0,0,0
10544,CHUS-047_101_ax_bg,0,0,0,0
10545,CHUS-047_102_ax_bg,0,0,0,0
10546,CHUS-047_103_ax_bg,0,0,0,0
10547,CHUS-047_104_ax_bg,0,0,0,0
10548,CHUS-047_105_ax_bg,0,0,0,0
10549,CHUS-047_106_ax_bg,0,0,0,0
10550,CHUS-047_107_ax_bg,0,0,0,0
10551,CHUS-047_108_ax_bg,0,0,0,0
10552,CHUS-047_109_ax_bg,0,0,0,0
10553,CHUS-047_110_ax_bg,0,0,0,0
10554,CHUS-047_111_ax_bg,0,0,0,0
10555,CHUS-047_112_ax_bg,0,0,0,0
10556,CHUS-047_113_ax_bg,0,0,0,0
10557,CHUS-047_114_ax_bg,0,0,0,0
10558,CHUS-047_115_ax_bg,0,0,0,0
10559,CHUS-047_116_ax_bg,0,0,0,0
10560,CHUS-047_117_ax_bg,0,0,0,0
10561,CHUS-047_118_ax_bg,0,0,0,0
10562,CHUS-047_119_ax_bg,0,0,0,0
10563,CHUS-047_120_ax_bg,0,0,0,0
10564,CHUS-047_121_ax_bg,0,0,0,0
10565,CHUS-047_122_ax_bg,0,0,0,0
10566,CHUS-047_123_ax_bg,0,0,0,0
10567,CHUS-047_124_ax_bg,0,0,0,0
10568,CHUS-047_125_ax_bg,0,0,0,0
10569,CHUS-047_126_ax_bg,0,0,0,0
10570,CHUS-047_127_ax_bg,0,0,0,0
10571,CHUS-047_128_ax_bg,0,0,0,0
10572,CHUS-047_129_ax_bg,0,0,0,0
10573,CHUS-047_130_ax_bg,0,0,0,0
10574,CHUS-047_131_ax_bg,0,0,0,0
10575,CHUS-047_132_ax_bg,0,0,0,0
10576,CHUS-047_133_ax_bg,0,0,0,0
10577,CHUS-047_134_ax_bg,0,0,0,0
10578,CHUS-047_135_ax_bg,0,0,0,0
10579,CHUS-047_136_ax_bg,0,0,0,0
10580,CHUS-047_137_ax_bg,0,0,0,0
10581,CHUS-047_138_ax_bg,0,0,0,0
10582,CHUS-047_139_ax_bg,0,0,0,0
10583,CHUS-047_140_ax_bg,0,0,0,0
10584,CHUS-047_141_ax_bg,0,0,0,0
10585,CHUS-047_142_ax_bg,0,0,0,0
10586,CHUS-047_143_ax_bg,0,0,0,0
10587,CHUS-047_144_ax_bg,0,0,0,0
10588,CHUS-047_145_ax_bg,0,0,0,0
10589,CHUS-047_146_ax_bg,0,0,0,0
10590,CHUS-047_147_ax_bg,0,0,0,0
10591,CHUS-047_148_ax_bg,0,0,0,0
10592,CHUS-047_149_ax_bg,0,0,0,0
10593,CHUS-047_150_ax_bg,0,0,0,0
10594,CHUS-047_151_ax_bg,0,0,0,0
10595,CHUS-047_152_ax_bg,0,0,0,0
10596,CHUS-047_153_ax_bg,0,0,0,0
10597,CHUS-047_154_ax_bg,0,0,0,0
10598,CHUS-047_155_ax_bg,0,0,0,0
10599,CHUS-047_156_ax_bg,0,0,0,0
10600,CHUS-047_157_ax_bg,0,0,0,0
10601,CHUS-047_158_ax_bg,0,0,0,0
10602,CHUS-047_159_ax_bg,0,0,0,0
10603,CHUS-047_160_ax_bg,0,0,0,0
10604,CHUS-047_161_ax_bg,0,0,0,0
10605,CHUS-047_162_ax_bg,0,0,0,0
10606,CHUS-047_163_ax_bg,0,0,0,0
10607,CHUS-047_164_ax_bg,0,0,0,0
10608,CHUS-047_165_ax_bg,0,0,0,0
10609,CHUS-047_166_ax_bg,0,0,0,0
10610,CHUS-047_167_ax_bg,0,0,0,0
10611,CHUS-047_168_ax_bg,0,0,0,0
10612,CHUS-047_169_ax_bg,0,0,0,3
10613,CHUS-047_170_ax_bg,0,0,0,2
10614,CHUS-047_171_ax_bg,0,0,0,2
10615,CHUS-047_172_ax_bg,0,0,0,0
10616,CHUS-047_173_ax_bg,0,0,0,0
10617,CHUS-047_174_ax_bg,0,0,0,0
10618,CHUS-047_175_ax_bg,0,0,0,0
10619,CHUS-047_176_ax_bg,0,0,0,0
10620,CHUS-047_177_ax_bg,0,0,0,0
10621,CHUS-047_178_ax_bg,0,0,0,0
10622,CHUS-047_179_ax_bg,0,0,0,0
10623,CHUS-047_180_ax_bg,0,0,0,0
10624,CHUS-047_181_ax_bg,0,0,0,0
10625,CHUS-047_182_ax_bg,0,0,0,0
10626,CHUS-047_183_ax_bg,0,0,0,0
10627,CHUS-047_184_ax_bg,0,0,0,0
10628,CHUS-047_190_ax_bg,0,0,0,0
10629,CHUS-047_191_ax_bg,0,0,0,0
10630,CHUS-047_192_ax_bg,0,0,0,0
10631,CHUS-047_193_ax_bg,0,0,0,0
10632,CHUS-047_194_ax_bg,0,0,0,0
10633,CHUS-047_195_ax_bg,0,0,0,0
10634,CHUS-047_196_ax_bg,0,0,0,0
10635,CHUS-047_197_ax_bg,0,0,0,0
10636,CHUS-047_198_ax_bg,0,0,0,0
10637,CHUS-047_199_ax_bg,0,0,0,0
10638,CHUS-047_200_ax_bg,0,0,0,0
10639,CHUS-047_201_ax_bg,0,0,0,0
10640,CHUS-047_202_ax_bg,0,0,0,0
10641,CHUS-047_203_ax_bg,0,0,0,0
10642,CHUS-047_204_ax_bg,0,0,0,0
10643,CHUS-047_205_ax_bg,0,0,0,0
10644,CHUS-047_206_ax_bg,0,0,0,0
10645,CHUS-047_207_ax_bg,0,0,0,0
10646,CHUS-047_208_ax_bg,0,0,0,0
10647,CHUS-047_209_ax_bg,0,0,0,0
10648,CHUS-047_210_ax_bg,0,0,0,0
10649,CHUS-047_211_ax_bg,0,0,0,0
10650,CHUS-047_212_ax_bg,0,0,0,0
10651,CHUS-047_213_ax_bg,0,0,0,0
10652,CHUS-047_214_ax_bg,0,0,0,0
10653,CHUS-047_215_ax_bg,0,0,0,0
10654,CHUS-047_216_ax_bg,0,0,0,0
10655,CHUS-047_217_ax_bg,0,0,0,0
10656,CHUS-047_218_ax_bg,0,0,0,0
10657,CHUS-047_219_ax_bg,0,0,0,0
10658,CHUS-047_220_ax_bg,0,0,0,0
10659,CHUS-047_221_ax_bg,0,0,0,0
10660,CHUS-047_222_ax_bg,0,0,0,0
10661,CHUS-047_223_ax_bg,0,0,0,0
10662,CHUS-047_224_ax_bg,0,0,0,0
10663,CHUS-047_225_ax_bg,0,0,0,0
10664,CHUS-047_226_ax_bg,0,0,0,0
10665,CHUS-047_227_ax_bg,0,0,0,0
10666,CHUS-047_228_ax_bg,0,0,0,0
10667,CHUS-047_229_ax_bg,0,0,0,0
10668,CHUS-047_230_ax_bg,0,0,0,0
10669,CHUS-047_231_ax_bg,0,0,0,0
10670,CHUS-047_232_ax_bg,0,0,0,0
10671,CHUS-047_233_ax_bg,0,0,0,0
10672,CHUS-050_000_ax_bg,0,0,0,0
10673,CHUS-050_001_ax_bg,0,0,0,0
10674,CHUS-050_002_ax_bg,0,0,0,0
10675,CHUS-050_003_ax_bg,0,0,0,0
10676,CHUS-050_004_ax_bg,0,0,0,0
10677,CHUS-050_005_ax_bg,0,0,0,0
10678,CHUS-050_006_ax_bg,0,0,0,0
10679,CHUS-050_007_ax_bg,0,0,0,0
10680,CHUS-050_008_ax_bg,0,0,0,0
10681,CHUS-050_009_ax_bg,0,0,0,0
10682,CHUS-050_010_ax_bg,0,0,0,0
10683,CHUS-050_011_ax_bg,0,0,0,0
10684,CHUS-050_012_ax_bg,0,0,0,0
10685,CHUS-050_013_ax_bg,0,0,0,0
10686,CHUS-050_014_ax_bg,0,0,0,0
10687,CHUS-050_015_ax_bg,0,0,0,0
10688,CHUS-050_016_ax_bg,0,0,0,0
10689,CHUS-050_017_ax_bg,0,0,0,0
10690,CHUS-050_018_ax_bg,0,0,0,0
10691,CHUS-050_019_ax_bg,0,0,0,0
10692,CHUS-050_020_ax_bg,0,0,0,0
10693,CHUS-050_021_ax_bg,0,0,0,0
10694,CHUS-050_022_ax_bg,0,0,0,0
10695,CHUS-050_023_ax_bg,0,0,0,0
10696,CHUS-050_024_ax_bg,0,0,0,0
10697,CHUS-050_025_ax_bg,0,0,0,0
10698,CHUS-050_026_ax_bg,0,0,0,0
10699,CHUS-050_027_ax_bg,0,0,0,0
10700,CHUS-050_028_ax_bg,0,0,0,0
10701,CHUS-050_029_ax_bg,0,0,0,0
10702,CHUS-050_030_ax_bg,0,0,0,0
10703,CHUS-050_031_ax_bg,0,0,0,0
10704,CHUS-050_032_ax_bg,0,0,0,0
10705,CHUS-050_033_ax_bg,0,0,0,0
10706,CHUS-050_034_ax_bg,0,0,0,0
10707,CHUS-050_035_ax_bg,0,0,0,0
10708,CHUS-050_036_ax_bg,0,0,0,0
10709,CHUS-050_037_ax_bg,0,0,0,0
10710,CHUS-050_038_ax_bg,0,0,0,0
10711,CHUS-050_039_ax_bg,0,0,0,0
10712,CHUS-050_040_ax_bg,0,0,0,0
10713,CHUS-050_041_ax_bg,0,0,0,0
10714,CHUS-050_042_ax_bg,0,0,0,0
10715,CHUS-050_043_ax_bg,0,0,0,0
10716,CHUS-050_044_ax_bg,0,0,0,0
10717,CHUS-050_045_ax_bg,0,0,0,0
10718,CHUS-050_046_ax_bg,0,0,0,0
10719,CHUS-050_047_ax_bg,0,0,0,0
10720,CHUS-050_048_ax_bg,0,0,0,0
10721,CHUS-050_049_ax_bg,0,0,0,0
10722,CHUS-050_050_ax_bg,0,0,0,0
10723,CHUS-050_051_ax_bg,0,0,0,0
10724,CHUS-050_052_ax_bg,0,0,0,0
10725,CHUS-050_053_ax_bg,0,0,0,0
10726,CHUS-050_054_ax_bg,0,0,0,0
10727,CHUS-050_055_ax_bg,0,0,0,0
10728,CHUS-050_056_ax_bg,0,0,0,0
10729,CHUS-050_057_ax_bg,0,0,0,0
10730,CHUS-050_058_ax_bg,0,0,0,0
10731,CHUS-050_059_ax_bg,0,0,0,0
10732,CHUS-050_060_ax_bg,0,0,0,0
10733,CHUS-050_061_ax_bg,0,0,0,0
10734,CHUS-050_062_ax_bg,0,0,0,0
10735,CHUS-050_063_ax_bg,0,0,0,0
10736,CHUS-050_064_ax_bg,0,0,0,0
10737,CHUS-050_065_ax_bg,0,0,0,0
10738,CHUS-050_066_ax_bg,0,0,0,0
10739,CHUS-050_067_ax_bg,0,0,0,0
10740,CHUS-050_068_ax_bg,0,0,0,0
10741,CHUS-050_069_ax_bg,0,0,0,0
10742,CHUS-050_070_ax_bg,0,0,0,0
10743,CHUS-050_071_ax_bg,0,0,0,0
10744,CHUS-050_072_ax_bg,0,0,0,0
10745,CHUS-050_073_ax_bg,0,0,0,0
10746,CHUS-050_074_ax_bg,0,0,0,0
10747,CHUS-050_075_ax_bg,0,0,0,0
10748,CHUS-050_076_ax_bg,0,0,0,0
10749,CHUS-050_077_ax_bg,0,0,0,0
10750,CHUS-050_078_ax_bg,0,0,0,0
10751,CHUS-050_079_ax_bg,0,0,0,0
10752,CHUS-050_080_ax_bg,0,0,0,0
10753,CHUS-050_081_ax_bg,0,0,0,0
10754,CHUS-050_082_ax_bg,0,0,0,0
10755,CHUS-050_083_ax_bg,0,0,0,0
10756,CHUS-050_084_ax_bg,0,0,0,0
10757,CHUS-050_085_ax_bg,0,0,0,0
10758,CHUS-050_086_ax_bg,0,0,0,0
10759,CHUS-050_087_ax_bg,0,0,0,0
10760,CHUS-050_088_ax_bg,0,0,0,0
10761,CHUS-050_089_ax_bg,0,0,0,0
10762,CHUS-050_090_ax_bg,0,0,0,0
10763,CHUS-050_091_ax_bg,0,0,0,0
10764,CHUS-050_092_ax_bg,0,0,0,0
10765,CHUS-050_093_ax_bg,0,0,0,0
10766,CHUS-050_094_ax_bg,0,0,0,0
10767,CHUS-050_095_ax_bg,0,0,0,0
10768,CHUS-050_096_ax_bg,0,0,0,0
10769,CHUS-050_097_ax_bg,0,0,0,0
10770,CHUS-050_098_ax_bg,0,0,0,0
10771,CHUS-050_099_ax_bg,0,0,0,0
10772,CHUS-050_100_ax_bg,0,0,0,0
10773,CHUS-050_101_ax_bg,0,0,0,0
10774,CHUS-050_102_ax_bg,0,0,0,0
10775,CHUS-050_103_ax_bg,0,0,0,0
10776,CHUS-050_104_ax_bg,0,0,0,0
10777,CHUS-050_105_ax_bg,0,0,0,0
10778,CHUS-050_106_ax_bg,0,0,0,0
10779,CHUS-050_107_ax_bg,0,0,0,0
10780,CHUS-050_108_ax_bg,0,0,0,0
10781,CHUS-050_109_ax_bg,0,0,0,0
10782,CHUS-050_110_ax_bg,0,0,0,0
10783,CHUS-050_111_ax_bg,0,0,0,0
10784,CHUS-050_112_ax_bg,0,0,0,0
10785,CHUS-050_113_ax_bg,0,0,0,0
10786,CHUS-050_114_ax_bg,0,0,0,0
10787,CHUS-050_115_ax_bg,0,0,0,0
10788,CHUS-050_116_ax_bg,0,0,0,0
10789,CHUS-050_117_ax_bg,0,0,0,0
10790,CHUS-050_118_ax_bg,0,0,0,0
10791,CHUS-050_119_ax_bg,0,0,0,0
10792,CHUS-050_120_ax_bg,0,0,0,0
10793,CHUS-050_121_ax_bg,0,0,0,0
10794,CHUS-050_122_ax_bg,0,0,0,0
10795,CHUS-050_123_ax_bg,0,0,0,0
10796,CHUS-050_124_ax_bg,0,0,0,0
10797,CHUS-050_125_ax_bg,0,0,0,0
10798,CHUS-050_126_ax_bg,0,0,0,0
10799,CHUS-050_127_ax_bg,0,0,0,0
10800,CHUS-050_128_ax_bg,0,0,0,0
10801,CHUS-050_129_ax_bg,0,0,0,0
10802,CHUS-050_130_ax_bg,0,0,0,0
10803,CHUS-050_131_ax_bg,0,0,0,0
10804,CHUS-050_132_ax_bg,0,0,0,0
10805,CHUS-050_133_ax_bg,0,0,0,0
10806,CHUS-050_134_ax_bg,0,0,0,0
10807,CHUS-050_135_ax_bg,0,0,0,0
10808,CHUS-050_136_ax_bg,0,0,0,0
10809,CHUS-050_137_ax_bg,0,0,0,0
10810,CHUS-050_138_ax_bg,0,0,0,0
10811,CHUS-050_139_ax_bg,0,0,0,0
10812,CHUS-050_140_ax_bg,0,0,0,0
10813,CHUS-050_141_ax_bg,0,0,0,0
10814,CHUS-050_142_ax_bg,0,0,0,0
10815,CHUS-050_143_ax_bg,0,0,0,0
10816,CHUS-050_144_ax_bg,0,0,0,0
10817,CHUS-050_145_ax_bg,0,0,0,0
10818,CHUS-050_146_ax_bg,0,0,0,0
10819,CHUS-050_147_ax_bg,0,0,0,0
10820,CHUS-050_148_ax_bg,0,0,0,0
10821,CHUS-050_149_ax_bg,0,0,0,0
10822,CHUS-050_150_ax_bg,0,0,0,0
10823,CHUS-050_151_ax_bg,0,0,0,0
10824,CHUS-050_152_ax_bg,0,0,0,0
10825,CHUS-050_153_ax_bg,0,0,0,0
10826,CHUS-050_154_ax_bg,0,0,0,0
10827,CHUS-050_155_ax_bg,0,0,0,0
10828,CHUS-050_156_ax_bg,0,0,0,0
10829,CHUS-050_157_ax_bg,0,0,0,0
10830,CHUS-050_158_ax_bg,0,0,0,0
10831,CHUS-050_159_ax_bg,0,0,0,0
10832,CHUS-050_160_ax_bg,0,0,0,0
10833,CHUS-050_161_ax_bg,0,0,0,0
10834,CHUS-050_162_ax_bg,0,0,0,0
10835,CHUS-050_163_ax_bg,0,0,0,0
10836,CHUS-050_164_ax_bg,0,0,0,0
10837,CHUS-050_165_ax_bg,0,0,0,0
10838,CHUS-050_166_ax_bg,0,0,0,0
10839,CHUS-050_167_ax_bg,0,0,0,0
10840,CHUS-050_168_ax_bg,0,0,0,0
