,ImageID,Int1,Uni1,Int2,Uni2
5586,CHUP-038_399_ax_bg,0,0,0,0
5587,CHUP-038_400_ax_bg,0,0,0,0
5588,CHUP-038_401_ax_bg,0,0,0,0
5589,CHUP-038_402_ax_bg,0,0,0,0
5590,CHUP-038_403_ax_bg,0,0,0,0
5591,CHUP-038_404_ax_bg,0,0,0,0
5592,CHUP-038_405_ax_bg,0,0,0,0
5593,CHUP-038_406_ax_bg,0,0,0,0
5594,CHUP-038_407_ax_bg,0,0,0,0
5595,CHUP-038_408_ax_bg,0,0,0,0
5596,CHUP-038_409_ax_bg,0,0,0,0
5597,CHUP-038_410_ax_bg,0,0,0,0
5598,CHUP-038_411_ax_bg,0,0,0,0
5599,CHUP-038_412_ax_bg,0,0,0,0
5600,CHUP-038_413_ax_bg,0,0,0,0
5601,CHUP-038_414_ax_bg,0,0,0,0
5602,CHUP-038_415_ax_bg,0,0,0,0
5603,CHUP-038_416_ax_bg,0,0,0,0
5604,CHUP-038_417_ax_bg,0,0,0,0
5605,CHUP-038_418_ax_bg,0,0,0,0
5606,CHUP-047_000_ax_bg,0,0,0,0
5607,CHUP-047_001_ax_bg,0,0,0,0
5608,CHUP-047_002_ax_bg,0,0,0,0
5609,CHUP-047_003_ax_bg,0,0,0,0
5610,CHUP-047_004_ax_bg,0,0,0,0
5611,CHUP-047_005_ax_bg,0,0,0,0
5612,CHUP-047_006_ax_bg,0,0,0,0
5613,CHUP-047_007_ax_bg,0,0,0,0
5614,CHUP-047_008_ax_bg,0,0,0,0
5615,CHUP-047_009_ax_bg,0,0,0,0
5616,CHUP-047_010_ax_bg,0,0,0,0
5617,CHUP-047_011_ax_bg,0,0,0,0
5618,CHUP-047_012_ax_bg,0,0,0,0
5619,CHUP-047_013_ax_bg,0,0,0,0
5620,CHUP-047_014_ax_bg,0,0,0,0
5621,CHUP-047_015_ax_bg,0,0,0,0
5622,CHUP-047_016_ax_bg,0,0,0,0
5623,CHUP-047_017_ax_bg,0,0,0,0
5624,CHUP-047_018_ax_bg,0,0,0,0
5625,CHUP-047_019_ax_bg,0,0,0,0
5626,CHUP-047_020_ax_bg,0,0,0,0
5627,CHUP-047_021_ax_bg,0,0,0,0
5628,CHUP-047_022_ax_bg,0,0,0,0
5629,CHUP-047_023_ax_bg,0,0,0,0
5630,CHUP-047_024_ax_bg,0,0,0,0
5631,CHUP-047_025_ax_bg,0,0,0,0
5632,CHUP-047_026_ax_bg,0,0,0,0
5633,CHUP-047_027_ax_bg,0,0,0,0
5634,CHUP-047_028_ax_bg,0,0,0,0
5635,CHUP-047_029_ax_bg,0,0,0,0
5636,CHUP-047_030_ax_bg,0,0,0,0
5637,CHUP-047_031_ax_bg,0,0,0,0
5638,CHUP-047_032_ax_bg,0,0,0,0
5639,CHUP-047_033_ax_bg,0,0,0,0
5640,CHUP-047_034_ax_bg,0,0,0,0
5641,CHUP-047_035_ax_bg,0,0,0,0
5642,CHUP-047_036_ax_bg,0,0,0,0
5643,CHUP-047_037_ax_bg,0,0,0,0
5644,CHUP-047_038_ax_bg,0,0,0,0
5645,CHUP-047_039_ax_bg,0,0,0,0
5646,CHUP-047_040_ax_bg,0,0,0,0
5647,CHUP-047_041_ax_bg,0,0,0,0
5648,CHUP-047_042_ax_bg,0,0,0,0
5649,CHUP-047_043_ax_bg,0,0,0,0
5650,CHUP-047_044_ax_bg,0,0,0,0
5651,CHUP-047_045_ax_bg,0,0,0,0
5652,CHUP-047_046_ax_bg,0,0,0,0
5653,CHUP-047_047_ax_bg,0,0,0,0
5654,CHUP-047_048_ax_bg,0,0,0,0
5655,CHUP-047_049_ax_bg,0,0,0,0
5656,CHUP-047_050_ax_bg,0,0,0,0
5657,CHUP-047_051_ax_bg,0,0,0,0
5658,CHUP-047_052_ax_bg,0,0,0,0
5659,CHUP-047_053_ax_bg,0,0,0,0
5660,CHUP-047_054_ax_bg,0,0,0,0
5661,CHUP-047_055_ax_bg,0,0,0,0
5662,CHUP-047_056_ax_bg,0,0,0,0
5663,CHUP-047_057_ax_bg,0,0,0,0
5664,CHUP-047_058_ax_bg,0,0,0,0
5665,CHUP-047_059_ax_bg,0,0,0,0
5666,CHUP-047_060_ax_bg,0,0,0,0
5667,CHUP-047_061_ax_bg,0,0,0,0
5668,CHUP-047_062_ax_bg,0,0,0,0
5669,CHUP-047_063_ax_bg,0,0,0,0
5670,CHUP-047_064_ax_bg,0,0,0,0
5671,CHUP-047_065_ax_bg,0,0,0,0
5672,CHUP-047_066_ax_bg,0,0,0,0
5673,CHUP-047_067_ax_bg,0,0,0,0
5674,CHUP-047_068_ax_bg,0,0,0,0
5675,CHUP-047_069_ax_bg,0,0,0,0
5676,CHUP-047_070_ax_bg,0,0,0,0
5677,CHUP-047_071_ax_bg,0,0,0,0
5678,CHUP-047_072_ax_bg,0,0,0,0
5679,CHUP-047_073_ax_bg,0,0,0,0
5680,CHUP-047_074_ax_bg,0,0,0,0
5681,CHUP-047_075_ax_bg,0,0,0,0
5682,CHUP-047_076_ax_bg,0,0,0,0
5683,CHUP-047_077_ax_bg,0,0,0,0
5684,CHUP-047_078_ax_bg,0,0,0,0
5685,CHUP-047_079_ax_bg,0,0,0,0
5686,CHUP-047_080_ax_bg,0,0,0,0
5687,CHUP-047_081_ax_bg,0,0,0,0
5688,CHUP-047_082_ax_bg,0,0,0,0
5689,CHUP-047_083_ax_bg,0,0,0,0
5690,CHUP-047_084_ax_bg,0,0,0,0
5691,CHUP-047_085_ax_bg,0,0,0,0
5692,CHUP-047_086_ax_bg,0,0,0,0
5693,CHUP-047_087_ax_bg,0,0,0,0
5694,CHUP-047_088_ax_bg,0,0,0,0
5695,CHUP-047_089_ax_bg,0,0,0,0
5696,CHUP-047_090_ax_bg,0,0,0,0
5697,CHUP-047_091_ax_bg,0,0,0,0
5698,CHUP-047_092_ax_bg,0,0,0,0
5699,CHUP-047_093_ax_bg,0,0,0,0
5700,CHUP-047_094_ax_bg,0,0,0,0
5701,CHUP-047_095_ax_bg,0,0,0,0
5702,CHUP-047_096_ax_bg,0,0,0,0
5703,CHUP-047_097_ax_bg,0,0,0,0
5704,CHUP-047_098_ax_bg,0,0,0,0
5705,CHUP-047_099_ax_bg,0,0,0,0
5706,CHUP-047_100_ax_bg,0,0,0,0
5707,CHUP-047_101_ax_bg,0,0,0,0
5708,CHUP-047_102_ax_bg,0,0,0,0
5709,CHUP-047_103_ax_bg,0,0,0,0
5710,CHUP-047_104_ax_bg,0,0,0,0
5711,CHUP-047_105_ax_bg,0,0,0,0
5712,CHUP-047_106_ax_bg,0,0,0,0
5713,CHUP-047_107_ax_bg,0,0,0,0
5714,CHUP-047_108_ax_bg,0,0,0,0
5715,CHUP-047_109_ax_bg,0,0,0,0
5716,CHUP-047_110_ax_bg,0,0,0,0
5717,CHUP-047_111_ax_bg,0,0,0,0
5718,CHUP-047_112_ax_bg,0,0,0,0
5719,CHUP-047_113_ax_bg,0,0,0,0
5720,CHUP-047_114_ax_bg,0,0,0,0
5721,CHUP-047_115_ax_bg,0,0,0,0
5722,CHUP-047_116_ax_bg,0,0,0,0
5723,CHUP-047_117_ax_bg,0,0,0,0
5724,CHUP-047_118_ax_bg,0,0,0,0
5725,CHUP-047_119_ax_bg,0,0,0,0
5726,CHUP-047_120_ax_bg,0,0,0,0
5727,CHUP-047_121_ax_bg,0,0,0,0
5728,CHUP-047_122_ax_bg,0,0,0,0
5729,CHUP-047_123_ax_bg,0,0,0,0
5730,CHUP-047_124_ax_bg,0,0,0,0
5731,CHUP-047_125_ax_bg,0,0,0,0
5732,CHUP-047_126_ax_bg,0,0,0,0
5733,CHUP-047_127_ax_bg,0,0,0,0
5734,CHUP-047_128_ax_bg,0,0,0,0
5735,CHUP-047_129_ax_bg,0,0,0,0
5736,CHUP-047_130_ax_bg,0,0,0,0
5737,CHUP-047_131_ax_bg,0,0,0,0
5738,CHUP-047_132_ax_bg,0,0,0,0
5739,CHUP-047_133_ax_bg,0,0,0,0
5740,CHUP-047_134_ax_bg,0,0,0,0
5741,CHUP-047_135_ax_bg,0,0,0,0
5742,CHUP-047_136_ax_bg,0,0,0,0
5743,CHUP-047_137_ax_bg,0,0,0,0
5744,CHUP-047_138_ax_bg,0,0,0,0
5745,CHUP-047_139_ax_bg,0,0,0,0
5746,CHUP-047_140_ax_bg,0,0,0,0
5747,CHUP-047_141_ax_bg,0,0,0,0
5748,CHUP-047_142_ax_bg,0,0,0,0
5749,CHUP-047_143_ax_bg,0,0,0,0
5750,CHUP-047_144_ax_bg,0,0,0,0
5751,CHUP-047_145_ax_bg,0,0,0,0
5752,CHUP-047_146_ax_bg,0,0,0,0
5753,CHUP-047_147_ax_bg,0,0,0,0
5754,CHUP-047_148_ax_bg,0,0,0,0
5755,CHUP-047_149_ax_bg,0,0,0,0
5756,CHUP-047_150_ax_bg,0,0,0,0
5757,CHUP-047_151_ax_bg,0,0,0,0
5758,CHUP-047_152_ax_bg,0,0,0,0
5759,CHUP-047_153_ax_bg,0,0,0,0
5760,CHUP-047_154_ax_bg,0,0,0,0
5761,CHUP-047_155_ax_bg,0,0,0,0
5762,CHUP-047_156_ax_bg,0,0,0,0
5763,CHUP-047_157_ax_bg,0,0,0,0
5764,CHUP-047_158_ax_bg,0,0,0,0
5765,CHUP-047_159_ax_bg,0,0,0,0
5766,CHUP-047_160_ax_bg,0,0,0,0
5767,CHUP-047_161_ax_bg,0,0,0,0
5768,CHUP-047_162_ax_bg,0,0,0,0
5769,CHUP-047_163_ax_bg,0,0,0,0
5770,CHUP-047_164_ax_bg,0,0,0,0
5771,CHUP-047_165_ax_bg,0,0,0,0
5772,CHUP-047_166_ax_bg,0,0,0,0
5773,CHUP-047_167_ax_bg,0,0,0,0
5774,CHUP-047_168_ax_bg,0,0,0,0
5775,CHUP-047_169_ax_bg,0,0,0,0
5776,CHUP-047_170_ax_bg,0,0,0,0
5777,CHUP-047_171_ax_bg,0,0,0,0
5778,CHUP-047_172_ax_bg,0,0,0,0
5779,CHUP-047_173_ax_bg,0,0,0,0
5780,CHUP-047_174_ax_bg,0,0,0,0
5781,CHUP-047_175_ax_bg,0,0,0,0
5782,CHUP-047_176_ax_bg,0,0,0,0
5783,CHUP-047_177_ax_bg,0,0,0,0
5784,CHUP-047_178_ax_bg,0,0,0,0
5785,CHUP-047_179_ax_bg,0,0,0,0
5786,CHUP-047_180_ax_bg,0,0,0,0
5787,CHUP-047_181_ax_bg,0,0,0,0
5788,CHUP-047_182_ax_bg,0,0,0,0
5789,CHUP-047_183_ax_bg,0,0,0,0
5790,CHUP-047_184_ax_bg,0,0,0,0
5791,CHUP-047_185_ax_bg,0,0,0,0
5792,CHUP-047_186_ax_bg,0,0,0,0
5793,CHUP-047_187_ax_bg,0,0,0,0
5794,CHUP-047_188_ax_bg,0,0,0,0
5795,CHUP-047_189_ax_bg,0,0,0,0
5796,CHUP-047_190_ax_bg,0,0,0,0
5797,CHUP-047_191_ax_bg,0,0,0,0
5798,CHUP-047_192_ax_bg,0,0,0,0
5799,CHUP-047_193_ax_bg,0,0,0,0
5800,CHUP-047_194_ax_bg,0,0,0,0
5801,CHUP-047_195_ax_bg,0,0,0,0
5802,CHUP-047_196_ax_bg,0,0,0,0
5803,CHUP-047_197_ax_bg,0,0,0,0
5804,CHUP-047_198_ax_bg,0,0,0,0
5805,CHUP-047_199_ax_bg,0,0,0,0
5806,CHUP-047_200_ax_bg,0,0,0,0
5807,CHUP-047_201_ax_bg,0,0,0,0
5808,CHUP-047_202_ax_bg,0,0,0,0
5809,CHUP-047_203_ax_bg,0,0,0,0
5810,CHUP-047_204_ax_bg,0,0,0,0
5811,CHUP-047_205_ax_bg,0,0,0,0
5812,CHUP-047_206_ax_bg,0,0,0,0
5813,CHUP-047_207_ax_bg,0,0,0,0
5814,CHUP-047_208_ax_bg,0,0,0,0
5815,CHUP-047_209_ax_bg,0,0,0,0
5816,CHUP-047_210_ax_bg,0,0,0,0
5817,CHUP-047_211_ax_bg,0,0,0,0
5818,CHUP-047_212_ax_bg,0,0,0,0
5819,CHUP-047_213_ax_bg,0,0,0,0
5820,CHUP-047_214_ax_bg,0,0,0,0
5821,CHUP-047_215_ax_bg,0,0,0,0
5822,CHUP-047_216_ax_bg,0,0,0,0
5823,CHUP-047_217_ax_bg,0,0,0,0
5824,CHUP-047_218_ax_bg,0,0,0,0
5825,CHUP-047_219_ax_bg,0,0,0,0
5826,CHUP-047_220_ax_bg,0,0,0,0
5827,CHUP-047_221_ax_bg,0,0,0,0
5828,CHUP-047_222_ax_bg,0,0,0,0
5829,CHUP-047_223_ax_bg,0,0,0,0
5830,CHUP-047_224_ax_bg,0,0,0,0
5831,CHUP-047_225_ax_bg,0,0,0,0
5832,CHUP-047_226_ax_bg,0,0,0,0
5833,CHUP-047_227_ax_bg,0,0,0,0
5834,CHUP-047_228_ax_bg,0,0,0,0
5835,CHUP-047_229_ax_bg,0,0,0,0
5836,CHUP-047_230_ax_bg,0,0,0,0
5837,CHUP-047_231_ax_bg,0,0,0,0
5838,CHUP-047_232_ax_bg,0,0,0,0
5839,CHUP-047_233_ax_bg,0,0,0,0
5840,CHUP-047_234_ax_bg,0,0,0,0
5841,CHUP-047_235_ax_bg,0,0,0,0
5842,CHUP-047_236_ax_bg,0,0,0,0
5843,CHUP-047_237_ax_bg,0,0,0,0
5844,CHUP-047_238_ax_bg,0,0,0,0
5845,CHUP-047_239_ax_bg,0,0,0,0
5846,CHUP-047_240_ax_bg,0,0,0,0
5847,CHUP-047_241_ax_bg,0,0,0,0
5848,CHUP-047_242_ax_bg,0,0,0,0
5849,CHUP-047_243_ax_bg,0,0,0,0
5850,CHUP-047_244_ax_bg,0,0,0,0
5851,CHUP-047_245_ax_bg,0,0,0,0
5852,CHUP-047_246_ax_bg,0,0,0,0
5853,CHUP-047_247_ax_bg,0,0,0,0
5854,CHUP-047_248_ax_bg,0,0,0,0
5855,CHUP-047_249_ax_bg,0,0,0,0
5856,CHUP-047_250_ax_bg,0,0,0,0
5857,CHUP-047_251_ax_bg,0,0,0,0
5858,CHUP-047_252_ax_bg,0,0,0,0
5859,CHUP-047_253_ax_bg,0,0,0,0
5860,CHUP-047_254_ax_bg,0,0,0,0
5861,CHUP-047_255_ax_bg,0,0,0,0
5862,CHUP-047_256_ax_bg,0,0,0,0
5863,CHUP-047_257_ax_bg,0,0,0,0
5864,CHUP-047_258_ax_bg,0,0,0,0
5865,CHUP-047_259_ax_bg,0,0,0,0
5866,CHUP-047_260_ax_bg,0,0,0,0
5867,CHUP-047_261_ax_bg,0,0,0,0
5868,CHUP-047_262_ax_bg,0,0,0,0
5869,CHUP-047_263_ax_bg,0,0,0,0
5870,CHUP-047_264_ax_bg,0,0,0,0
5871,CHUP-047_265_ax_bg,0,0,0,0
5872,CHUP-047_266_ax_bg,0,0,0,0
5873,CHUP-047_267_ax_bg,0,0,0,0
5874,CHUP-047_268_ax_bg,0,0,0,0
5875,CHUP-047_269_ax_bg,0,0,0,0
5876,CHUP-047_270_ax_bg,0,0,0,0
5877,CHUP-047_271_ax_bg,0,0,0,0
5878,CHUP-047_272_ax_bg,0,0,0,0
5879,CHUP-047_273_ax_bg,0,0,0,0
5880,CHUP-047_274_ax_bg,0,0,0,0
5881,CHUP-047_275_ax_bg,0,0,0,0
5882,CHUP-047_276_ax_bg,0,0,0,0
5883,CHUP-047_277_ax_bg,0,0,0,0
5884,CHUP-047_278_ax_bg,0,0,0,0
5885,CHUP-047_279_ax_bg,0,0,0,0
5886,CHUP-047_280_ax_bg,0,0,0,0
5887,CHUP-047_281_ax_bg,0,0,0,0
5888,CHUP-047_282_ax_bg,0,0,0,0
5889,CHUP-047_283_ax_bg,0,0,0,0
5890,CHUP-047_284_ax_bg,0,0,0,0
5891,CHUP-047_285_ax_bg,0,0,0,0
5892,CHUP-047_286_ax_bg,0,0,0,0
5893,CHUP-047_287_ax_bg,0,0,0,0
5894,CHUP-047_288_ax_bg,0,0,0,0
5895,CHUP-047_289_ax_bg,0,0,0,0
5896,CHUP-047_290_ax_bg,0,0,0,0
5897,CHUP-047_291_ax_bg,0,0,0,0
5898,CHUP-047_292_ax_bg,0,0,0,0
5899,CHUP-047_293_ax_bg,0,0,0,0
5900,CHUP-047_294_ax_bg,0,0,0,0
5901,CHUP-047_295_ax_bg,0,0,0,0
5902,CHUP-047_296_ax_bg,0,0,0,0
5903,CHUP-047_297_ax_bg,0,0,0,0
5904,CHUP-047_298_ax_bg,0,0,0,0
5905,CHUP-047_299_ax_bg,0,0,0,0
5906,CHUP-047_300_ax_bg,0,0,0,0
5907,CHUP-047_301_ax_bg,0,0,0,0
5908,CHUP-047_302_ax_bg,0,0,0,0
5909,CHUP-047_303_ax_bg,0,0,0,0
5910,CHUP-047_304_ax_bg,0,0,0,0
5911,CHUP-047_305_ax_bg,0,0,0,0
5912,CHUP-047_306_ax_bg,0,0,0,0
5913,CHUP-047_307_ax_bg,0,0,0,0
5914,CHUP-047_308_ax_bg,0,0,0,0
5915,CHUP-047_309_ax_bg,0,0,0,0
5916,CHUP-047_310_ax_bg,0,0,0,0
5917,CHUP-047_311_ax_bg,0,0,0,0
5918,CHUP-047_312_ax_bg,0,0,0,0
5919,CHUP-047_313_ax_bg,0,0,0,0
5920,CHUP-047_314_ax_bg,0,0,0,0
5921,CHUP-047_315_ax_bg,0,0,0,0
5922,CHUP-047_316_ax_bg,0,0,0,0
5923,CHUP-047_317_ax_bg,0,0,0,0
5924,CHUP-047_318_ax_bg,0,0,0,0
5925,CHUP-047_319_ax_bg,0,0,0,0
5926,CHUP-047_320_ax_bg,0,0,0,0
5927,CHUP-047_321_ax_bg,0,0,0,0
5928,CHUP-047_322_ax_bg,0,0,0,0
5929,CHUP-047_323_ax_bg,0,0,0,0
5930,CHUP-047_324_ax_bg,0,0,0,0
5931,CHUP-047_325_ax_bg,0,0,0,0
5932,CHUP-047_326_ax_bg,0,0,0,0
5933,CHUP-047_327_ax_bg,0,0,0,0
5934,CHUP-047_328_ax_bg,0,0,0,0
5935,CHUP-047_329_ax_bg,0,0,0,0
5936,CHUP-047_330_ax_bg,0,0,0,0
5937,CHUP-047_331_ax_bg,0,0,0,0
5938,CHUP-047_332_ax_bg,0,0,0,0
5939,CHUP-047_333_ax_bg,0,0,0,0
5940,CHUP-047_334_ax_bg,0,0,0,0
5941,CHUP-047_335_ax_bg,0,0,0,0
5942,CHUP-047_336_ax_bg,0,0,0,0
5943,CHUP-047_337_ax_bg,0,0,0,0
5944,CHUP-047_338_ax_bg,0,0,0,0
5945,CHUP-047_339_ax_bg,0,0,0,0
5946,CHUP-047_340_ax_bg,0,0,0,0
5947,CHUP-047_341_ax_bg,0,0,0,0
5948,CHUP-047_342_ax_bg,0,0,0,0
5949,CHUP-047_343_ax_bg,0,0,0,0
5950,CHUP-047_344_ax_bg,0,0,0,0
5951,CHUP-047_345_ax_bg,0,0,0,0
5952,CHUP-047_346_ax_bg,0,0,0,0
5953,CHUP-047_347_ax_bg,0,0,0,0
5954,CHUP-047_348_ax_bg,0,0,0,0
5955,CHUP-047_349_ax_bg,0,0,0,0
5956,CHUP-047_350_ax_bg,0,0,0,0
5957,CHUP-047_351_ax_bg,0,0,0,0
5958,CHUP-047_352_ax_bg,0,0,0,0
5959,CHUP-047_353_ax_bg,0,0,0,0
5960,CHUP-047_354_ax_bg,0,0,0,0
5961,CHUP-047_355_ax_bg,0,0,0,0
5962,CHUP-047_356_ax_bg,0,0,0,0
5963,CHUP-047_357_ax_bg,0,0,0,0
5964,CHUP-047_358_ax_bg,0,0,0,0
5965,CHUP-047_359_ax_bg,0,0,0,0
5966,CHUP-047_360_ax_bg,0,0,0,0
5967,CHUP-047_361_ax_bg,0,0,0,0
5968,CHUP-047_362_ax_bg,0,0,0,0
5969,CHUP-047_363_ax_bg,0,0,0,0
5970,CHUP-047_364_ax_bg,0,0,0,0
5971,CHUP-047_365_ax_bg,0,0,0,0
5972,CHUP-047_366_ax_bg,0,0,0,0
5973,CHUP-047_367_ax_bg,0,0,0,0
5974,CHUP-047_368_ax_bg,0,0,0,0
5975,CHUP-047_369_ax_bg,0,0,0,0
5976,CHUP-047_370_ax_bg,0,0,0,0
5977,CHUP-047_371_ax_bg,0,0,0,0
5978,CHUP-047_372_ax_bg,0,0,0,0
5979,CHUP-047_373_ax_bg,0,0,0,0
5980,CHUP-047_374_ax_bg,0,0,0,0
5981,CHUP-047_375_ax_bg,0,0,0,0
5982,CHUP-047_376_ax_bg,0,0,0,0
5983,CHUP-047_377_ax_bg,0,0,0,0
5984,CHUP-047_378_ax_bg,0,0,0,0
5985,CHUP-047_379_ax_bg,0,0,0,0
5986,CHUP-047_380_ax_bg,0,0,0,0
5987,CHUP-047_381_ax_bg,0,0,0,0
5988,CHUP-047_382_ax_bg,0,0,0,0
5989,CHUP-047_383_ax_bg,0,0,0,0
5990,CHUP-047_384_ax_bg,0,0,0,0
5991,CHUP-047_385_ax_bg,0,0,0,0
5992,CHUP-047_386_ax_bg,0,0,0,0
5993,CHUP-047_387_ax_bg,0,0,0,0
5994,CHUP-047_388_ax_bg,0,0,0,0
5995,CHUP-047_389_ax_bg,0,0,0,0
5996,CHUP-047_390_ax_bg,0,0,0,0
5997,CHUP-047_391_ax_bg,0,0,0,0
5998,CHUP-047_392_ax_bg,0,0,0,0
5999,CHUP-047_393_ax_bg,0,0,0,0
6000,CHUP-047_394_ax_bg,0,0,0,0
6001,CHUP-047_395_ax_bg,0,0,0,0
6002,CHUP-047_396_ax_bg,0,0,0,0
6003,CHUP-047_397_ax_bg,0,0,0,0
6004,CHUP-047_398_ax_bg,0,0,0,0
6005,CHUP-047_399_ax_bg,0,0,0,0
6006,CHUP-047_400_ax_bg,0,0,0,0
6007,CHUP-047_401_ax_bg,0,0,0,0
6008,CHUP-047_402_ax_bg,0,0,0,0
6009,CHUP-047_403_ax_bg,0,0,0,0
6010,CHUP-047_404_ax_bg,0,0,0,0
6011,CHUP-047_405_ax_bg,0,0,0,0
6012,CHUP-047_406_ax_bg,0,0,0,0
6013,CHUP-047_407_ax_bg,0,0,0,0
6014,CHUP-047_408_ax_bg,0,0,0,0
6015,CHUP-047_409_ax_bg,0,0,0,0
6016,CHUP-047_410_ax_bg,0,0,0,0
6017,CHUP-047_411_ax_bg,0,0,0,0
6018,CHUP-047_412_ax_bg,0,0,0,0
6019,CHUP-047_413_ax_bg,0,0,0,0
6020,CHUP-047_414_ax_bg,0,0,0,0
6021,CHUP-047_415_ax_bg,0,0,0,0
6022,CHUP-047_416_ax_bg,0,0,0,0
6023,CHUP-047_417_ax_bg,0,0,0,0
6024,CHUP-047_418_ax_bg,0,0,0,0
6025,CHUP-047_419_ax_bg,0,0,0,0
6026,CHUP-047_424_ax_bg,0,0,0,0
6027,CHUP-047_453_ax_bg,0,0,0,0
6028,CHUP-047_454_ax_bg,0,0,0,0
6029,CHUP-047_455_ax_bg,0,0,0,0
6030,CHUP-047_456_ax_bg,0,0,0,0
6031,CHUP-047_457_ax_bg,0,0,0,0
6032,CHUP-047_458_ax_bg,0,0,0,0
6033,CHUP-047_459_ax_bg,0,0,0,0
6034,CHUP-047_460_ax_bg,0,0,0,0
6035,CHUP-047_461_ax_bg,0,0,0,0
6036,CHUP-047_462_ax_bg,0,0,0,0
6037,CHUP-047_463_ax_bg,0,0,0,0
6038,CHUP-047_464_ax_bg,0,0,0,0
6039,CHUP-047_465_ax_bg,0,0,0,0
6040,CHUP-047_466_ax_bg,0,0,0,0
6041,CHUP-047_467_ax_bg,0,0,0,0
6042,CHUP-047_468_ax_bg,0,0,0,0
6043,CHUP-047_469_ax_bg,0,0,0,0
6044,CHUP-047_470_ax_bg,0,0,0,0
6045,CHUP-047_471_ax_bg,0,0,0,0
6046,CHUP-047_472_ax_bg,0,0,0,0
6047,CHUP-047_473_ax_bg,0,0,0,0
6048,CHUP-047_474_ax_bg,0,0,0,0
6049,CHUP-047_475_ax_bg,0,0,0,0
6050,CHUP-047_476_ax_bg,0,0,0,0
6051,CHUP-047_477_ax_bg,0,0,0,0
6052,CHUP-047_478_ax_bg,0,0,0,0
6053,CHUP-047_479_ax_bg,0,0,0,0
6054,CHUP-047_480_ax_bg,0,0,0,0
6055,CHUP-047_481_ax_bg,0,0,0,0
6056,CHUP-047_482_ax_bg,0,0,0,0
6057,CHUP-047_483_ax_bg,0,0,0,0
6058,CHUP-047_484_ax_bg,0,0,0,0
6059,CHUP-047_485_ax_bg,0,0,0,0
6060,CHUP-047_486_ax_bg,0,0,0,0
6061,CHUP-047_487_ax_bg,0,0,0,0
6062,CHUP-047_488_ax_bg,0,0,0,0
6063,CHUP-047_489_ax_bg,0,0,0,0
6064,CHUP-047_490_ax_bg,0,0,0,0
6065,CHUP-047_491_ax_bg,0,0,0,0
6066,CHUP-047_492_ax_bg,0,0,0,0
6067,CHUP-047_493_ax_bg,0,0,0,0
6068,CHUP-047_494_ax_bg,0,0,0,0
6069,CHUP-047_495_ax_bg,0,0,0,0
6070,CHUP-047_496_ax_bg,0,0,0,0
6071,CHUP-047_497_ax_bg,0,0,0,0
6072,CHUP-047_498_ax_bg,0,0,0,0
6073,CHUP-047_499_ax_bg,0,0,0,0
6074,CHUP-047_500_ax_bg,0,0,0,0
6075,CHUP-047_501_ax_bg,0,0,0,0
6076,CHUP-047_502_ax_bg,0,0,0,0
6077,CHUP-047_503_ax_bg,0,0,0,0
6078,CHUP-047_504_ax_bg,0,0,0,0
6079,CHUP-047_505_ax_bg,0,0,0,0
6080,CHUP-047_506_ax_bg,0,0,0,0
6081,CHUP-047_507_ax_bg,0,0,0,0
6082,CHUP-047_508_ax_bg,0,0,0,0
6083,CHUP-047_509_ax_bg,0,0,0,0
6084,CHUP-047_510_ax_bg,0,0,0,0
6085,CHUP-047_511_ax_bg,0,0,0,0
6086,CHUP-047_512_ax_bg,0,0,0,0
6087,CHUP-047_513_ax_bg,0,0,0,0
6088,CHUP-047_514_ax_bg,0,0,0,0
6089,CHUP-047_515_ax_bg,0,0,0,0
6090,CHUP-047_516_ax_bg,0,0,0,0
6091,CHUP-047_517_ax_bg,0,0,0,0
6092,CHUP-047_518_ax_bg,0,0,0,0
6093,CHUP-047_519_ax_bg,0,0,0,0
6094,CHUP-047_520_ax_bg,0,0,0,0
6095,CHUP-047_521_ax_bg,0,0,0,0
6096,CHUP-047_522_ax_bg,0,0,0,0
6097,CHUP-047_523_ax_bg,0,0,0,0
6098,CHUP-047_524_ax_bg,0,0,0,0
6099,CHUP-047_525_ax_bg,0,0,0,0
6100,CHUP-047_526_ax_bg,0,0,0,0
6101,CHUP-047_527_ax_bg,0,0,0,0
6102,CHUP-047_528_ax_bg,0,0,0,0
6103,CHUP-047_529_ax_bg,0,0,0,0
6104,CHUP-047_530_ax_bg,0,0,0,0
6105,CHUP-047_531_ax_bg,0,0,0,0
6106,CHUP-047_532_ax_bg,0,0,0,0
6107,CHUP-047_533_ax_bg,0,0,0,0
6108,CHUP-047_534_ax_bg,0,0,0,0
6109,CHUP-047_535_ax_bg,0,0,0,0
6110,CHUP-047_536_ax_bg,0,0,0,0
6111,CHUP-047_537_ax_bg,0,0,0,0
6112,CHUP-047_538_ax_bg,0,0,0,0
6113,CHUP-047_539_ax_bg,0,0,0,0
6114,CHUP-047_540_ax_bg,0,0,0,0
6115,CHUP-047_541_ax_bg,0,0,0,0
6116,CHUP-047_542_ax_bg,0,0,0,0
6117,CHUP-049_000_ax_bg,0,0,0,0
6118,CHUP-049_001_ax_bg,0,0,0,0
6119,CHUP-049_002_ax_bg,0,0,0,0
6120,CHUP-049_003_ax_bg,0,0,0,0
6121,CHUP-049_004_ax_bg,0,0,0,0
6122,CHUP-049_005_ax_bg,0,0,0,0
